Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1722,34,male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,no,Free Shipping,no,no,24,Credit Card,Monthly
1723,46,male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,no,Standard,no,no,14,Cash,Fortnightly
1724,70,male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,no,Standard,no,no,39,PayPal,Annually
1725,42,male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,no,Free Shipping,no,no,21,PayPal,Weekly
1726,45,male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3,no,Next Day Air,no,no,32,Venmo,Quarterly
1727,57,male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,no,Express,no,no,45,Debit Card,Weekly
1728,49,male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4,no,Express,no,no,19,PayPal,Monthly
1729,23,male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,no,Express,no,no,1,Debit Card,Every 3 Months
1730,47,male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,no,Store Pickup,no,no,12,Venmo,Fortnightly
1731,23,male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,no,Free Shipping,no,no,26,Credit Card,Weekly
1732,21,male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,no,Next Day Air,no,no,12,Cash,Monthly
1733,45,male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,no,Free Shipping,no,no,36,Cash,Every 3 Months
1734,67,male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,no,Express,no,no,22,Credit Card,Annually
1735,31,male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,no,Next Day Air,no,no,16,PayPal,Quarterly
1736,58,male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,no,Express,no,no,31,Venmo,Annually
1737,57,male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,no,2-Day Shipping,no,no,43,Cash,Quarterly
1738,42,male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,no,Store Pickup,no,no,50,Venmo,Bi-Weekly
1739,60,male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,no,2-Day Shipping,no,no,37,Credit Card,Weekly
1740,21,male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,no,Express,no,no,23,Cash,Weekly
1741,69,male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,no,Next Day Air,no,no,10,Bank Transfer,Every 3 Months
1742,41,male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,no,Next Day Air,no,no,20,Bank Transfer,Monthly
1743,51,male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,no,Express,no,no,18,Venmo,Every 3 Months
1744,23,male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,no,Standard,no,no,3,Bank Transfer,Weekly
1745,57,male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3,no,Standard,no,no,23,PayPal,Weekly
1746,40,male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,no,Store Pickup,no,no,27,Cash,Weekly
1747,65,male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,no,Store Pickup,no,no,44,Bank Transfer,Fortnightly
1748,61,male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,no,Express,no,no,41,Venmo,Quarterly
1749,34,male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,no,2-Day Shipping,no,no,41,Bank Transfer,Annually
1750,43,male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,no,2-Day Shipping,no,no,36,Debit Card,Every 3 Months
1751,31,male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,no,Express,no,no,38,Venmo,Every 3 Months
1752,57,male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,no,2-Day Shipping,no,no,34,Cash,Annually
1753,34,male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,no,Store Pickup,no,no,14,Venmo,Quarterly
1754,25,male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,no,Next Day Air,no,no,23,Credit Card,Fortnightly
1755,66,male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,no,2-Day Shipping,no,no,18,Credit Card,Fortnightly
1756,56,male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,no,Next Day Air,no,no,45,Cash,Monthly
1757,49,male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,no,Free Shipping,no,no,14,Bank Transfer,Weekly
1758,19,male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,no,Standard,no,no,48,Debit Card,Annually
1759,27,male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,no,Free Shipping,no,no,17,Venmo,Bi-Weekly
1760,68,male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4,no,Next Day Air,no,no,1,PayPal,Weekly
1761,20,male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,no,Standard,no,no,39,PayPal,Weekly
1762,21,male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,no,2-Day Shipping,no,no,24,Cash,Weekly
1763,36,male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,no,Express,no,no,41,Bank Transfer,Fortnightly
1764,37,male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,no,Store Pickup,no,no,28,PayPal,Annually
1765,61,male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3,no,Store Pickup,no,no,34,Venmo,Quarterly
1766,68,male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,no,2-Day Shipping,no,no,41,Venmo,Quarterly
1767,60,male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,no,2-Day Shipping,no,no,27,Cash,Bi-Weekly
1768,69,male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,no,2-Day Shipping,no,no,46,Debit Card,Fortnightly
1769,25,male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,no,2-Day Shipping,no,no,2,PayPal,Every 3 Months
1770,32,male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,no,Free Shipping,no,no,45,Cash,Monthly
1771,53,male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,no,Express,no,no,34,Bank Transfer,Weekly
1772,46,male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,no,Store Pickup,no,no,9,Credit Card,Annually
1773,58,male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,no,2-Day Shipping,no,no,1,Bank Transfer,Annually
1774,21,male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,no,Free Shipping,no,no,17,PayPal,Annually
1775,46,male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,no,Express,no,no,6,PayPal,Weekly
1776,18,male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,no,2-Day Shipping,no,no,12,Cash,Bi-Weekly
1777,56,male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,no,Free Shipping,no,no,10,Venmo,Every 3 Months
1778,18,male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,no,Free Shipping,no,no,4,Cash,Fortnightly
1779,49,male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,no,Store Pickup,no,no,8,Debit Card,Bi-Weekly
1780,29,male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,no,Free Shipping,no,no,41,Venmo,Weekly
1781,67,male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,no,Next Day Air,no,no,49,Credit Card,Weekly
1782,31,male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,no,Express,no,no,49,Bank Transfer,Quarterly
1783,52,male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,no,Next Day Air,no,no,40,Bank Transfer,Fortnightly
1784,42,male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,no,Free Shipping,no,no,30,Credit Card,Monthly
1785,32,male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,no,Standard,no,no,4,Debit Card,Quarterly
1786,47,male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,no,Next Day Air,no,no,22,Venmo,Monthly
1787,45,male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,no,2-Day Shipping,no,no,22,Venmo,Monthly
1788,20,male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,no,2-Day Shipping,no,no,10,Bank Transfer,Quarterly
1789,66,male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,no,Store Pickup,no,no,23,Cash,Bi-Weekly
1790,52,male,Blouse,Clothing,34,Arizona,L,Peach,Spring,3,no,2-Day Shipping,no,no,43,Debit Card,Quarterly
1791,50,male,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,no,Store Pickup,no,no,31,PayPal,Bi-Weekly
1792,62,male,Jeans,Clothing,98,Montana,S,Purple,Winter,4,no,Store Pickup,no,no,38,Cash,Annually
1793,38,male,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3,no,Express,no,no,22,Debit Card,Every 3 Months
1794,65,male,Hat,Accessories,92,Iowa,S,White,Fall,3.8,no,Store Pickup,no,no,45,Cash,Every 3 Months
1795,60,male,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,no,Express,no,no,21,Debit Card,Fortnightly
1796,68,male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4,no,2-Day Shipping,no,no,9,Debit Card,Fortnightly
1797,62,male,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,no,Store Pickup,no,no,34,Venmo,Weekly
1798,62,male,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,no,2-Day Shipping,no,no,26,Venmo,Weekly
1799,40,male,Dress,Clothing,82,North Dakota,L,Magenta,Winter,3.7,no,Express,no,no,1,Cash,Weekly
1800,32,male,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,no,Express,no,no,47,Venmo,Weekly
1801,22,male,Coat,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,no,Express,no,no,30,Credit Card,Weekly
1802,33,male,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,no,Express,no,no,48,Debit Card,Fortnightly
1803,57,male,Shorts,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,no,Store Pickup,no,no,31,Venmo,Bi-Weekly
1804,60,male,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,no,Free Shipping,no,no,33,Venmo,Fortnightly
1805,30,male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,no,Next Day Air,no,no,39,Credit Card,Weekly
1806,41,male,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,no,Store Pickup,no,no,46,Debit Card,Weekly
1807,58,male,Handbag,Accessories,67,Rhode Island,M,Green,Fall,3.9,no,Standard,no,no,24,Venmo,Annually
1808,34,male,Sneakers,Footwear,46,Vermont,L,Gold,Summer,3.5,no,Standard,no,no,37,Venmo,Fortnightly
1809,67,male,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,no,Next Day Air,no,no,7,Debit Card,Monthly
1810,58,male,Backpack,Accessories,99,Alaska,S,Blue,Fall,3.4,no,Free Shipping,no,no,6,Debit Card,Fortnightly
1811,41,male,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.7,no,Standard,no,no,16,Cash,Bi-Weekly
1812,42,male,Belt,Accessories,77,Wisconsin,L,Blue,Summer,3.6,no,Standard,no,no,33,Bank Transfer,Annually
1813,50,male,Boots,Footwear,63,Nevada,S,Blue,Summer,4.9,no,Express,no,no,18,PayPal,Bi-Weekly
1814,40,male,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,no,Free Shipping,no,no,24,PayPal,Weekly
1815,32,male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,no,Free Shipping,no,no,24,Cash,Quarterly
1816,51,male,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,no,2-Day Shipping,no,no,48,Credit Card,Every 3 Months
1817,26,male,Hat,Accessories,79,Virginia,M,Purple,Summer,4,no,Express,no,no,4,Cash,Weekly
1818,32,male,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,no,Free Shipping,no,no,20,Cash,Weekly
1819,58,male,Sunglasses,Accessories,39,North Carolina,M,White,Fall,3.8,no,Express,no,no,47,Debit Card,Every 3 Months
1820,51,male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,no,Next Day Air,no,no,50,Cash,Quarterly
1821,19,male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,no,Express,no,no,31,PayPal,Monthly
1822,57,male,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,no,Express,no,no,29,PayPal,Quarterly
1823,66,male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,no,Standard,no,no,4,Cash,Annually
1824,62,male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,no,Free Shipping,no,no,40,Bank Transfer,Bi-Weekly
1825,58,male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,no,Express,no,no,31,Cash,Monthly
1826,23,male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,no,Next Day Air,no,no,41,Credit Card,Weekly
1827,45,male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,no,Express,no,no,44,Debit Card,Annually
1828,20,male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,no,2-Day Shipping,no,no,31,Bank Transfer,Weekly
1829,33,male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,no,Express,no,no,45,Cash,Every 3 Months
1830,30,male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,no,2-Day Shipping,no,no,50,Credit Card,Quarterly
1831,50,male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,no,Express,no,no,7,Venmo,Annually
1832,62,male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,no,Free Shipping,no,no,5,Bank Transfer,Every 3 Months
1833,69,male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,no,Free Shipping,no,no,48,Cash,Monthly
1834,34,male,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,no,2-Day Shipping,no,no,19,PayPal,Fortnightly
1835,49,male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,no,2-Day Shipping,no,no,39,Venmo,Fortnightly
1836,65,male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,no,2-Day Shipping,no,no,45,Credit Card,Quarterly
1837,66,male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,no,2-Day Shipping,no,no,35,Credit Card,Monthly
1838,41,male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,no,Free Shipping,no,no,8,Venmo,Monthly
1839,37,male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,no,Next Day Air,no,no,11,Credit Card,Quarterly
1840,32,male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,no,Store Pickup,no,no,32,Cash,Annually
1841,42,male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,no,Store Pickup,no,no,46,Bank Transfer,Every 3 Months
1842,31,male,Socks,Clothing,57,Vermont,L,Blue,Winter,3,no,Standard,no,no,7,PayPal,Every 3 Months
1843,61,male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,no,Express,no,no,1,Debit Card,Annually
1844,36,male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,no,Next Day Air,no,no,32,Credit Card,Monthly
1845,60,male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,no,2-Day Shipping,no,no,31,Credit Card,Annually
1846,51,male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,no,2-Day Shipping,no,no,39,Bank Transfer,Quarterly
1847,68,male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,no,Standard,no,no,9,Venmo,Quarterly
1848,46,male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,no,Free Shipping,no,no,49,Credit Card,Weekly
1849,19,male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,no,Express,no,no,34,Cash,Every 3 Months
1850,30,male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,no,Store Pickup,no,no,35,Bank Transfer,Monthly
1851,51,male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,no,Store Pickup,no,no,50,Debit Card,Weekly
1852,28,male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,no,Free Shipping,no,no,4,Bank Transfer,Fortnightly
1853,41,male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,no,Store Pickup,no,no,32,Cash,Weekly
1854,29,male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,no,Express,no,no,11,PayPal,Fortnightly
1855,25,male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,no,Express,no,no,49,Credit Card,Annually
1856,60,male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,no,Standard,no,no,9,Cash,Annually
1857,63,male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,no,Free Shipping,no,no,30,PayPal,Bi-Weekly
1858,51,male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4,no,Next Day Air,no,no,33,Cash,Monthly
1859,22,male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,no,2-Day Shipping,no,no,8,Debit Card,Annually
1860,54,male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,no,Store Pickup,no,no,29,Debit Card,Fortnightly
1861,18,male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,no,Next Day Air,no,no,4,Credit Card,Monthly
1862,29,male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,no,Standard,no,no,19,Debit Card,Monthly
1863,59,male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,no,Express,no,no,10,PayPal,Fortnightly
1864,25,male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,no,2-Day Shipping,no,no,39,Debit Card,Monthly
1865,19,male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,no,2-Day Shipping,no,no,21,Venmo,Quarterly
1866,56,male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,no,Store Pickup,no,no,12,Bank Transfer,Monthly
1867,31,male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,no,Standard,no,no,9,Credit Card,Fortnightly
1868,45,male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,no,2-Day Shipping,no,no,20,Venmo,Quarterly
1869,23,male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,no,Next Day Air,no,no,44,Cash,Fortnightly
1870,18,male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,no,2-Day Shipping,no,no,16,Debit Card,Every 3 Months
1871,43,male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,no,Store Pickup,no,no,27,Debit Card,Fortnightly
1872,56,male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,no,Standard,no,no,14,Cash,Every 3 Months
1873,43,male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,no,Standard,no,no,24,Credit Card,Monthly
1874,64,male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,no,Express,no,no,49,Bank Transfer,Weekly
1875,67,male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,no,Free Shipping,no,no,14,Cash,Weekly
1876,63,male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,no,Next Day Air,no,no,6,Credit Card,Quarterly
1877,54,male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,no,Standard,no,no,20,Venmo,Quarterly
1878,69,male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,no,Express,no,no,3,Credit Card,Annually
1879,34,male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,no,Store Pickup,no,no,5,Credit Card,Monthly
1880,56,male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,no,Express,no,no,46,Cash,Bi-Weekly
1881,34,male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,no,2-Day Shipping,no,no,8,Debit Card,Monthly
1882,58,male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,no,Standard,no,no,13,Cash,Bi-Weekly
1883,44,male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5,no,Store Pickup,no,no,25,Bank Transfer,Quarterly
1884,25,male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,no,Store Pickup,no,no,39,Debit Card,Fortnightly
1885,27,male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,no,Next Day Air,no,no,15,Bank Transfer,Bi-Weekly
1886,26,male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,no,Standard,no,no,35,Cash,Monthly
1887,18,male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,no,Next Day Air,no,no,46,Cash,Bi-Weekly
1888,64,male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,no,Express,no,no,3,PayPal,Monthly
1889,62,male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,no,Free Shipping,no,no,48,Credit Card,Weekly
1890,59,male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,no,Next Day Air,no,no,27,Bank Transfer,Weekly
1891,36,male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,no,Store Pickup,no,no,5,Credit Card,Weekly
1892,69,male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,no,Next Day Air,no,no,48,Debit Card,Quarterly
1893,39,male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,no,2-Day Shipping,no,no,12,Venmo,Weekly
1894,28,male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,no,Express,no,no,10,PayPal,Fortnightly
1895,42,male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,no,Free Shipping,no,no,48,Debit Card,Bi-Weekly
1896,31,male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,no,Express,no,no,3,Debit Card,Monthly
1897,57,male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,no,Standard,no,no,19,Venmo,Monthly
1898,53,male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,no,Free Shipping,no,no,11,Debit Card,Fortnightly
1899,59,male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,no,Next Day Air,no,no,25,Venmo,Monthly
1900,32,male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,no,Store Pickup,no,no,42,PayPal,Weekly
1901,65,male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,no,Free Shipping,no,no,34,Cash,Quarterly
1902,56,male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,no,Store Pickup,no,no,50,Cash,Quarterly
1903,31,male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5,no,Store Pickup,no,no,21,Venmo,Monthly
1904,59,male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,no,Standard,no,no,37,Bank Transfer,Weekly
1905,22,male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,no,Free Shipping,no,no,46,Cash,Monthly
1906,47,male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,no,2-Day Shipping,no,no,14,Bank Transfer,Fortnightly
1907,23,male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,no,2-Day Shipping,no,no,24,PayPal,Fortnightly
1908,69,male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,no,Store Pickup,no,no,36,Credit Card,Every 3 Months
1909,18,male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,no,Next Day Air,no,no,19,Debit Card,Bi-Weekly
1910,50,male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,no,Store Pickup,no,no,12,Credit Card,Monthly
1911,29,male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,no,Express,no,no,13,Debit Card,Quarterly
1912,65,male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,no,Express,no,no,32,Debit Card,Bi-Weekly
1913,29,male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,no,2-Day Shipping,no,no,5,Credit Card,Bi-Weekly
1914,49,male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,no,Express,no,no,29,Cash,Annually
1915,28,male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,no,Standard,no,no,40,Credit Card,Fortnightly
1916,51,male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,no,2-Day Shipping,no,no,44,Cash,Weekly
1917,26,male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,no,Next Day Air,no,no,3,Debit Card,Bi-Weekly
1918,38,male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,no,Free Shipping,no,no,35,PayPal,Bi-Weekly
1919,35,male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,no,Standard,no,no,33,Debit Card,Monthly
1920,34,male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,no,Express,no,no,20,PayPal,Bi-Weekly
1921,51,male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,no,Standard,no,no,40,Cash,Every 3 Months
1922,47,male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,no,Store Pickup,no,no,13,Venmo,Annually
1923,18,male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,no,Standard,no,no,9,PayPal,Monthly
1924,64,male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,no,Standard,no,no,7,Cash,Annually
1925,30,male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,no,Free Shipping,no,no,42,PayPal,Quarterly
1926,59,male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,no,Express,no,no,44,Credit Card,Fortnightly
1927,66,male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3,no,Express,no,no,6,PayPal,Annually
1928,40,male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,no,Standard,no,no,8,Cash,Every 3 Months
1929,25,male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,no,Standard,no,no,10,PayPal,Weekly
1930,59,male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,no,Standard,no,no,46,Venmo,Quarterly
1931,66,male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,no,Store Pickup,no,no,26,Cash,Weekly
1932,54,male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,no,Store Pickup,no,no,6,Debit Card,Every 3 Months
1933,42,male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,no,Free Shipping,no,no,47,Credit Card,Every 3 Months
1934,48,male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,no,Next Day Air,no,no,28,Venmo,Annually
1935,34,male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,no,Free Shipping,no,no,23,Bank Transfer,Annually
1936,19,male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,no,Free Shipping,no,no,45,Cash,Fortnightly
